"Week","Location","Daily.Rainfall.Total.mm","Mean.Temperature.C","Mean.Wind.Speed.kmh","Cases"
51,"Seletar",14.3714285714286,NA,7.81428571428571,0
51,"Semakau Island",NA,NA,NA,0
51,"Sembawang",2.81428571428571,NA,8.28,0
51,"Sentosa Island",0.628571428571429,28.3857142857143,4.84285714285714,0
51,"Serangoon",5.34285714285714,NA,NA,2
51,"Simei",9.42857142857143,NA,NA,0
51,"Somerset (Road)",0.942857142857143,NA,NA,0
51,"Tai Seng",5.6,28.1571428571429,6.12857142857143,3
51,"Tanjong Katong",1.65714285714286,NA,NA,0
52,"Punggol",0.828571428571429,NA,NA,0
52,"Queenstown",0.542857142857143,NA,NA,2
52,"Seletar",0.628571428571429,NA,6.58571428571429,0
52,"Semakau Island",NA,NA,NA,0
52,"Sembawang",0.0857142857142857,NA,10.475,0
52,"Sentosa Island",0.714285714285714,28.9666666666667,6.44285714285714,0
52,"Serangoon",10.8,NA,NA,3
52,"Simei",1.35,NA,NA,0
52,"Somerset (Road)",0.342857142857143,NA,NA,0
52,"Tai Seng",0.314285714285714,28.9714285714286,6.01428571428571,4
52,"Tanjong Katong",1.05714285714286,NA,NA,0
