Variables,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Total Population(Number),"1,022,100","1,068,100","1,127,000","1,191,800","1,248,200","1,305,500","1,371,600","1,445,929","1,518,800","1,587,200","1,646,400","1,702,400","1,750,200","1,795,000","1,841,600","1,886,900","1,934,400","1,977,600","2,012,000","2,042,500","2,074,507","2,112,900","2,152,400","2,193,000","2,229,800","2,262,600","2,293,300","2,325,300","2,353,600","2,383,500","2,413,945","2,532,835","2,646,466","2,681,061","2,732,221","2,735,957","2,733,373","2,774,789","2,846,108","2,930,901","3,047,132","3,135,083","3,230,698","3,313,471","3,419,048","3,524,506","3,670,704","3,796,038","3,927,213","3,958,723","4,027,887","4,138,012","4,175,950","4,114,826","4,166,664","4,265,762","4,401,365","4,588,599","4,839,396","4,987,573","5,076,732","5,183,688","5,312,437","5,399,162","5,469,724","5,535,002","5,607,283","5,612,253","5,638,676","5,703,569"
